游戏日,烹饪店,轻装店,重装店
34,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
35,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
36,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
37,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
38,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
39,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
40,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
41,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
42,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
43,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
44,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
45,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
46,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
47,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
48,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
49,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
50,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
51,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
52,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
53,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
54,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
55,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
56,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
57,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
58,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
59,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
60,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
61,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
62,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
63,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
64,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
65,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
66,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
67,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
68,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
69,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
70,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
71,0[0] - 0[0],0[0] - 0[0],4[20] - 15[1080]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
3,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
4,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
5,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
6,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
7,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
8,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
9,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
10,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
11,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
12,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
13,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
14,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
15,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
16,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
17,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
18,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
19,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
20,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
21,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
22,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
23,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
24,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
25,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
26,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
27,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
28,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
29,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
30,0[0] - 0[0],0[0] - 0[0],7[35] - 2[175]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],2[8] - 4[125],7[35] - 2[145]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 7[225],27[135] - 2[170]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],8[40] - 1[80]
2,21[44] - 0[0],6[24] - 18[540],5[25] - 9[575]
3,22[48] - 26[260],1[4] - 30[925],0[0] - 10[645]
4,59[210] - 23[280],7[28] - 46[1425],3[15] - 10[645]
5,60[214] - 39[440],0[0] - 61[1885],6[30] - 11[695]
6,13[26] - 66[710],1[4] - 78[2430],9[45] - 11[695]
7,59[178] - 66[760],2[8] - 94[2955],3[15] - 13[810]
8,29[58] - 83[930],0[0] - 112[3520],2[10] - 14[860]
9,39[112] - 105[1200],6[24] - 125[3935],8[40] - 15[910]
10,24[52] - 112[1270],1[4] - 140[4410],4[20] - 16[985]
11,41[136] - 133[1530],3[12] - 152[4800],4[20] - 16[985]
12,16[36] - 159[1790],1[4] - 163[5140],4[20] - 16[985]
13,42[140] - 156[1760],7[28] - 174[5490],4[20] - 16[985]
14,7[16] - 176[2010],0[0] - 185[5825],4[20] - 16[985]
15,29[58] - 185[2100],4[16] - 194[6115],4[20] - 16[985]
16,29[58] - 176[2010],10[40] - 203[6395],4[20] - 16[985]
17,20[40] - 177[2070],2[8] - 210[6620],4[20] - 16[985]
18,20[40] - 178[2080],0[0] - 216[6805],4[20] - 16[985]
19,12[24] - 170[2050],2[8] - 218[6870],4[20] - 16[985]
20,12[24] - 170[2050],6[24] - 223[7025],4[20] - 16[985]
21,3[6] - 171[2110],1[4] - 229[7215],4[20] - 16[985]
22,3[6] - 162[2020],3[12] - 233[7345],4[20] - 16[985]
23,29[58] - 162[2020],3[12] - 238[7500],4[20] - 16[985]
24,29[58] - 162[2020],0[0] - 243[7650],4[20] - 16[985]
25,29[58] - 154[1940],1[4] - 247[7770],4[20] - 16[985]
26,29[58] - 153[1930],3[12] - 253[7950],4[20] - 16[985]
27,20[40] - 154[1990],3[12] - 258[8105],4[20] - 16[985]
28,20[40] - 145[1900],4[16] - 262[8230],4[20] - 16[985]
29,20[40] - 145[1900],3[12] - 268[8420],4[20] - 16[985]
30,21[42] - 146[1960],0[0] - 274[8610],4[20] - 16[985]
31,21[42] - 137[1870],4[16] - 276[8675],4[20] - 16[985]
32,21[42] - 137[1870],4[16] - 276[8675],4[20] - 16[985]
33,21[42] - 137[1870],4[16] - 276[8675],4[20] - 16[985]
34,21[42] - 128[1780],4[16] - 276[8675],4[20] - 16[985]
35,21[42] - 128[1780],4[16] - 276[8675],4[20] - 16[985]
36,21[42] - 128[1780],4[16] - 276[8675],4[20] - 16[985]
37,21[42] - 119[1690],4[16] - 276[8675],4[20] - 16[985]
38,21[42] - 119[1690],4[16] - 276[8675],4[20] - 16[985]
39,21[42] - 119[1690],4[16] - 276[8675],4[20] - 16[985]
40,21[42] - 109[1590],4[16] - 276[8675],4[20] - 16[985]
41,21[42] - 109[1590],4[16] - 276[8675],4[20] - 16[985]
42,21[42] - 109[1590],4[16] - 276[8675],4[20] - 16[985]
43,21[42] - 99[1490],4[16] - 276[8675],4[20] - 16[985]
44,21[42] - 99[1490],4[16] - 276[8675],4[20] - 16[985]
1,0[0] - 0[0],0[0] - 0[0],4[20] - 1[75]
1,23[46] - 0[0],0[0] - 0[0],4[20] - 1[90]
2,11[26] - 5[50],5[20] - 3[90],8[40] - 4[295]
3,35[70] - 10[150],2[8] - 14[440],2[10] - 8[495]
4,3[10] - 31[460],7[28] - 26[815],9[45] - 11[685]
5,12[46] - 41[610],6[24] - 36[1135],4[20] - 12[735]
6,6[16] - 61[860],74[296] - 50[1580],4[20] - 12[735]
7,27[54] - 73[980],5[20] - 69[2180],4[20] - 12[735]
8,22[48] - 91[1210],2[8] - 85[2685],2[10] - 13[785]
9,25[58] - 107[1370],5[20] - 97[3075],9[45] - 13[785]
10,13[26] - 111[1460],2[8] - 112[3540],1[5] - 15[910]
11,30[94] - 131[1660],3[12] - 125[3955],0[0] - 16[1000]
12,26[78] - 147[1820],24[96] - 138[4375],0[0] - 16[1000]
13,15[34] - 159[1940],0[0] - 145[4595],0[0] - 16[1000]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],9[45] - 3[200]
1,0[0] - 0[0],0[0] - 0[0],3[15] - 1[50]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 2[115]
2,0[0] - 0[0],0[0] - 0[0],1[5] - 5[340]
3,0[0] - 0[0],0[0] - 0[0],7[35] - 7[490]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 8[565]
5,0[0] - 0[0],0[0] - 0[0],6[30] - 8[565]
6,0[0] - 0[0],0[0] - 0[0],2[10] - 9[615]
7,0[0] - 0[0],0[0] - 0[0],5[25] - 9[615]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 10[680]
9,0[0] - 0[0],0[0] - 0[0],5[25] - 11[745]
10,0[0] - 0[0],0[0] - 0[0],5[25] - 11[745]
11,0[0] - 0[0],0[0] - 0[0],1[5] - 12[795]
12,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
13,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
14,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
15,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
16,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
17,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
18,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
19,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
20,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
21,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
22,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
23,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
24,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
25,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
26,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
27,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
28,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
29,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
30,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
31,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
32,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
33,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
34,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
35,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
36,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
37,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
38,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
39,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
40,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
41,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
42,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
43,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
44,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
45,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
46,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
47,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
48,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
49,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
50,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
51,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
52,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
53,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
54,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
55,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
56,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
57,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
58,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
59,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
60,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
61,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
62,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
63,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
64,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
65,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
66,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
67,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
68,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
69,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
70,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
71,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
72,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
73,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
74,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
75,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
76,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
77,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
78,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
79,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
80,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
81,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
82,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
83,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
84,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
85,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
86,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
87,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
88,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
89,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
90,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
91,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
92,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
93,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
94,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
95,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
96,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
97,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
98,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
99,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
100,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
101,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
102,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
103,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
104,0[0] - 0[0],0[0] - 0[0],5[25] - 13[860]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
1,0[0] - 0[0],0[0] - 0[0],0[0] - 0[0]
2,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
3,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
4,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
5,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
6,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
7,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
8,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
9,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
10,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
11,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
12,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
13,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
14,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
15,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
16,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
17,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
18,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
19,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
20,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
21,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
22,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
23,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
24,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
25,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
26,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
27,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
28,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
29,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
30,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
31,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
32,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
33,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
34,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
35,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
36,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
37,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
38,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
39,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
40,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
41,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
42,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
43,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
44,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
45,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
46,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
47,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
48,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
49,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
50,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
51,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
52,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
53,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
54,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
55,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
56,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
57,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
58,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
59,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
60,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
61,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
62,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
63,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
64,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
65,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
66,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
67,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
68,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
69,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
70,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
71,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
72,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
73,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
74,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
75,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
76,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
77,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
78,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
79,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
80,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
81,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
82,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
83,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
84,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
85,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
86,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
87,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
88,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
89,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
90,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
91,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
92,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
93,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
94,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
95,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
96,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
97,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
98,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
99,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
100,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
101,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
102,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
103,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
104,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
105,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
106,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
107,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
108,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
109,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
110,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
111,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
112,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
113,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
114,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
115,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
116,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
117,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
118,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
119,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
120,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
121,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
122,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
123,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
124,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
125,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
126,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
127,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
128,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
129,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
130,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
131,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
132,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
133,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
134,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
135,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
136,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
137,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
138,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
139,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
140,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
141,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
142,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
143,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
144,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
145,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
146,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
147,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
148,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
149,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
150,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
151,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
152,0[0] - 0[0],0[0] - 0[0],0[0] - 1[70]
